Name	No	No	No	No	No	No	No	No	No	No	No	No	No	No	No	No	No	No	No	No	No	No	No	Yes	Yes	Yes	Yes	Yes	Yes	Yes	Yes	Yes	Yes	Yes	Yes	Yes	Yes	Yes	Yes	Yes	Yes	Yes	Yes	Yes	Yes	Yes	Yes
ILDR1	5.473743	4.059471	4.577669599999999	4.149865	4.634703599999999	3.1625807	3.2241356	3.3235447	4.6206190000000005	5.1936045	4.306198	3.5108476000000004	3.1575716000000003	3.4766355000000004	3.3001087	5.5197654	4.479757	5.535586400000001	5.550003	4.549683	4.964914299999999	4.5793	4.7464695	5.37573	4.621087	6.7097735	4.195597	6.310938	5.116825	4.484694	4.914613200000001	5.3924093	6.230949400000001	3.5735693	5.2905655	4.404271	4.848134	5.4069769999999995	4.75858	3.8050733	4.027929	4.6675724999999995	3.0853305	5.846965	5.1319360000000005	4.3519277999999995	3.9094677000000004
DGKQ	6.0892115	5.5112385999999995	5.523808	5.381356200000001	6.5420833	6.5398197	6.559308000000001	6.6777353	5.9668584000000005	5.858950599999999	5.0595593	6.482079	6.4482713	6.638331	6.2048807	6.236275	5.5980287	6.1495705	6.9624424	5.817396	6.0604973	5.012367	5.0400095	5.559113	6.0455879999999995	6.3898253	5.800673000000001	5.787164700000001	5.9623084	5.39339	5.6429467	7.275691	6.685133500000001	5.2595987	6.5253143	6.2525949999999995	7.160908999999999	6.1660295	6.473761	6.3846316	6.9760732999999995	6.9171023	7.085064	7.251398	6.6313663	4.9869145999999995	5.4492416
CAMK2D	6.6032534	6.265951	5.9660316	5.796023	6.132197	6.2261496	6.306262	6.191596	6.696714999999999	6.2570143	5.918384	6.602761	6.997431	6.8973154999999995	6.3335857	6.6958356	6.193501	6.297313	6.625818300000001	6.2386775000000005	5.9189253	5.9180875	6.203264	6.526221	6.166426	6.3452839999999995	6.149454	6.489371299999999	6.040145	6.499575	6.6041656	6.985452	6.618686	6.325694599999999	6.1481814	6.956862400000001	6.5045023	6.5139713	6.7578244000000005	6.5436053	6.616773599999999	6.506037999999999	7.059984700000001	6.705316000000001	6.815775	6.1031832999999995	6.201115
MYO10	6.772436	5.585564	6.447332	5.868725	6.4663057	6.361900299999999	6.0330075999999995	5.976182	6.2296066	5.961800599999999	5.841705999999999	6.2306175	6.355804	6.070292	5.9761176	6.974997	6.0511847	6.1933489999999995	6.520996599999999	6.1341987	5.8243540000000005	6.058197	5.9814997000000005	6.561033	6.6907477	6.5748167	5.9374533	6.600378500000001	5.815089700000001	6.1104975	6.054733799999999	6.610352000000001	6.698063	5.9505105	6.1481814	6.221307	5.8845205	6.363721400000001	6.4461985	6.163042	6.630774499999999	6.632447999999999	5.9720364	6.606366	6.005905	5.889004	5.4889665
HIGD2A	6.1685514	5.621338400000001	5.3489733	5.5232363	5.2612414	5.639873000000001	5.391096599999999	5.691758999999999	6.0397053	5.227028400000001	5.307784	5.2981696	5.457871	5.488809	5.2617650000000005	5.7011867	5.172404	5.483641	6.13358	5.113964599999999	5.481145400000001	5.521395	5.3566995	4.6871805	5.4427900000000005	5.908351000000001	5.8706837	6.1072803	5.2538147	5.1131462999999995	5.5944853	6.044074500000001	5.891474700000001	5.1236987	6.139536	5.2916183	5.4809303	5.7676815999999995	5.7876606	5.5589886	5.260208	6.695595	5.6477857	6.612378	5.207772	5.196884	5.7235107
MDH2	9.03167	8.478423	8.351189999999999	8.346511999999999	8.309714999999999	8.395684	8.481972	8.474989	8.176408	8.060134	7.919161999999999	8.516757	8.490376	8.589985	8.359513	8.325021000000001	7.9690027	8.538132000000001	8.827558	8.015875999999999	8.392069000000001	8.587498	8.298059	8.203441	8.413471000000001	8.558552	8.757201	8.688469	8.469268	7.862841	8.376018	8.436413	8.522969	8.390727	8.768905	8.187971000000001	8.552323	8.313426	8.561257000000001	8.46289	8.771275	8.838131	8.53408	9.003615	7.996624499999999	8.468328	8.437925
LANCL3	3.6492686	2.206932	2.129477	1.9529588	0.0	1.0951338	0.0	0.0	3.148422	2.4028986	2.0463238	0.72241676	0.8750154	2.6789080000000003	0.0	2.7077546000000003	1.2479135000000001	2.2713213	3.3945434000000003	3.045024	2.8556266	2.0298054	2.3328387999999998	2.8460994	2.9672136	3.1123927000000005	2.7100437000000004	2.6383502	2.1558511	2.7386672	2.104755	3.127031	2.493629	0.6544166	1.9878414	1.0638658	3.6476583	2.9596372000000004	1.8167330000000002	1.0576164	2.2714822	2.1141113999999996	0.553818	3.0573056	2.552462	0.92847794	2.5555446
CASK	6.1685514	5.849628	6.041907	5.903746599999999	5.7824516	6.300828500000001	6.306262	6.075911	6.273418	6.039107	5.967328	6.291737599999999	6.683014	6.195242400000001	5.8341384000000005	6.7043657	6.4645220000000005	5.947096	6.5073419999999995	5.946415	5.812084	6.194598	5.9250917	6.611725	6.238367	6.7272362999999995	5.7458405	6.560992999999999	5.880031	6.492599	6.403125	5.956921	6.618686	6.6231713	5.8631883	6.3132067	7.005408	6.323580000000001	6.553423	5.7833122999999995	6.795201	5.6227508	6.7633057	5.7411933	6.2763066	6.0744653	5.8810983
CCDC120	2.5725759999999998	1.1411984	2.728134	1.762589	3.5022656999999997	2.9667947	2.9685357000000003	1.7016833999999998	1.5114802	2.2808914000000002	1.6262119	3.3361707000000003	3.2234652	2.8235815	2.5647705000000003	1.5080973999999998	2.9772587	1.9007359000000001	2.1571863	1.2134011999999998	2.1240034	2.9274216	2.8190417	2.304345	3.455235	2.392036	2.9871876	2.7822970000000002	2.6286504	2.4235854	1.4063318	2.68155	1.9180646000000001	2.6242914	1.6410276999999998	2.4227986	3.4167682999999998	2.4645433	3.0990386	2.4130409999999998	2.6470290000000003	3.2208068	3.76925	2.9088836	2.552462	1.8913417000000001	1.7821764
EBP	7.7251616	7.438016	7.123078	7.2992669999999995	7.515646	7.3630952999999995	7.7220059999999995	7.878305	6.860792599999999	6.774823	6.775112599999999	7.6662774	7.119268400000001	7.337714699999999	6.918449400000001	7.0836105	7.0020880000000005	7.61223	7.6436779999999995	7.184009	7.4801693	7.285919	7.148981599999999	7.213806599999999	7.0518417	7.042955999999999	7.241889	7.855527	6.86773	6.329903	6.9116325	6.6827570000000005	6.8678745999999995	7.061660000000001	7.5827	7.3287826	8.498298	7.469734	7.109292999999999	7.406948	7.432875599999999	7.1714970000000005	7.2670183	6.869944599999999	5.8387833	6.865648700000001	6.977527
ERLIN2	4.716628599999999	3.83411	4.357791400000001	4.494261	4.1448073	4.4608793	4.205379499999999	4.332624	4.91426	3.3228161	4.145360500000001	4.488524	4.21059	3.7901273	4.369218	4.1374316	2.845469	4.515529	4.3242650000000005	4.589742	4.4352264	4.681898	3.3050224999999998	3.7421217	3.9226851000000003	4.026473999999999	3.8243207999999997	3.942236	4.383622	3.4064083	4.174442	5.282	4.4182224	4.187402	3.9054089	4.7927446	4.418775	4.3097105	4.617438	4.355214	4.365935299999999	4.2292733	3.9548411	4.667545	4.1939735	4.4742265	4.223885
MRPS28	3.2091172	2.206932	1.7006136000000003	1.5432246	0.8437667999999999	1.4353583	1.3318216999999999	2.1306689	1.9170636000000003	2.8082006	1.6262119	1.5606323	2.6828383999999996	1.5975988	2.786582	2.229186	1.6146935	2.8104183999999997	2.412931	1.2134011999999998	3.1173222000000003	2.1775982000000003	2.4440713	2.4600105	2.5164459	1.6436198	2.366689	3.0331613999999996	1.4479269	1.8555973999999997	0.63246167	2.7660153	1.5123641	2.3270707	2.1342887999999998	2.0947688	1.5127405	2.4645433	2.3798175	3.0993671000000003	2.7532372000000005	2.4433352999999998	1.7397734	2.0892217	1.8888991999999998	2.4637097999999997	2.2200729999999997
LACTB2	3.6492686	4.718003700000001	4.1601086	4.0281816	4.7669177000000005	4.030375	4.3194040000000005	3.4773680000000002	3.3582726000000003	3.7013504999999998	4.057676	4.2132287	4.935836	4.7000046	3.7848372	3.5928855000000004	4.607307	4.5496135	5.0064764	4.2827150000000005	4.073424	4.1125746	4.1002903	4.371361	4.423627400000001	3.7810376000000003	4.350635	4.002279799999999	4.70367	3.9038177000000003	4.129797	3.6109023000000002	4.354318	4.3984375	4.060022	4.511627	3.8047361000000004	4.415343	4.5671453	3.4716952000000005	5.242081	3.0379686	4.7153516	4.1106906	4.5837574	4.4143724	4.223885
NDUFB9	7.6833215	6.896669999999999	6.8690714999999996	6.9872665	6.810728	6.840877000000001	6.861799700000001	6.842558	7.4203324	6.6994333	6.3274455000000005	7.0332985	6.6888570000000005	6.4835863	6.95321	6.989029400000001	6.3717527	6.9481896999999995	7.2679524	6.46014	6.9800644	6.7671576	6.5649967	6.552408	6.9696836	6.9616838	7.3127675000000005	7.2156777000000005	6.9506917	6.5203050000000005	6.5201755	7.645378	7.482736	6.6727137999999995	7.2980466	6.4544516	6.8284864	7.117335300000001	7.227342999999999	7.019004	7.0404205	8.092162	6.750822500000001	7.622966	6.8018594	6.7852273	7.045708
SLC39A4	7.141733	6.1725845	5.636871	5.3646946	8.988791	9.19667	9.218548	9.2535715	6.4968443	5.3834324	5.519504	8.554656	8.979433	8.892317	7.730736299999999	6.503957	5.893276999999999	6.493928400000001	6.992157499999999	6.300332	6.641706500000001	5.808962999999999	4.9673843	6.133839599999999	6.607814299999999	7.205448599999999	6.3342566	5.978676999999999	6.1495514	5.627951	5.993757700000001	6.4536357	6.283366	6.366411	6.640096700000001	6.693617999999999	7.030624	6.268258599999999	6.473761	5.8836193	8.666435	7.420766400000001	8.7120495	7.4624863	6.4996339999999995	5.584057	5.4492416
CDKN2B	6.936853	5.0683403	4.748435	4.1882477	6.9563255	6.9376645	7.1117287	6.9384193	5.6184330000000005	5.1064925	4.518135	7.8400240000000005	7.2114587	7.059517	5.9534035	7.4712076000000005	5.7531930000000004	6.277111	7.780525999999999	5.618754	5.9074373	3.5864637000000004	3.7567741999999997	6.2450624	6.112751	7.7689962	5.210708	6.147721	3.13368	5.665657	6.1359900000000005	7.275691	7.050358	5.0254216	6.1822577	6.988181	6.750608000000001	5.6643333	6.4461985	6.267999	7.566345699999999	6.0181512999999995	6.738230000000001	7.2359037	6.893286	3.5655	4.223885
AUH	5.7193613	3.706687	4.129519999999999	4.332315	5.843628	5.446664	5.695613	5.211200700000001	5.1393037	5.176598	4.4508905	5.434506	5.137304299999999	4.972503	5.063918	5.5003023	5.057968	4.515529	5.7944665	4.774878500000001	5.3515	4.18424	4.7892345999999995	4.371361	5.0213933	5.7234907	5.0689955	4.894529299999999	4.8833566	4.810606	5.2635654999999995	4.7295513	5.845729	4.6826360000000005	5.142652	5.4619136	5.242769	4.7339306	5.625099700000001	4.771687	5.364432	5.5562572	5.3496857	5.826422	5.228726	4.666086	4.9199767
SNX30	4.746487	3.9511864	3.3221540000000003	3.1916290000000003	4.489139	4.218246	4.081564	3.6163592	4.6206190000000005	4.0762167	3.6413815	4.8874044	4.3645477	3.6418796	3.6780565000000003	4.8099504	4.1848526	4.3318667	4.88502	4.1814904	3.8987822999999997	3.9575887	3.8805928	4.6227307	4.681326	5.019809700000001	3.8243207999999997	4.9565496	3.5070263999999995	4.1718154	4.3790307	5.519506	4.893263	3.6414983	4.1996574	4.7049875	4.80627	4.3634934	4.4609747	4.4534383	4.63959	5.0280260000000006	4.3683877	5.2795277	4.429401	3.5655	3.7873379999999996
MRRF	6.2645397	5.1192718	5.801147	5.461894	5.532928	5.5896926	5.737241	5.627468599999999	5.0209203	5.5902157	5.417524299999999	5.709994999999999	5.416211	5.6527405	5.858793299999999	6.293933	5.6776957999999995	5.465902	6.0418400000000005	5.6756972999999995	5.9303230000000005	5.864557	5.8462777	5.4332332999999995	6.112751	5.908351000000001	5.6091623	5.837478599999999	5.880031	5.5223	5.6429467	6.044074500000001	6.1200314	5.6040797	6.068435	5.8506827	5.958054	6.135439	5.8202343	5.9938188	5.9929175	6.03045	5.015858000000001	6.3208137	5.9937153	6.0051455	5.6726704
PDSS1	5.3034134	4.2543387	5.0391626	4.611882700000001	4.848776	5.0854897	5.491818	5.073205000000001	5.00021	4.373493	3.3773406	4.918742	4.6545963	4.541658	4.976500499999999	4.901821	4.5235386	4.292152	5.1539839999999995	4.628719	4.5869613	5.214163	4.260839	4.997865	4.6515207	5.3404016	4.8085985	4.761868499999999	4.7963095000000004	4.206339	4.7175155	4.502190000000001	4.893263	5.215706	5.0348845	4.1621413	4.6012163	4.3097105	4.6419415	4.8092723	5.4772124	4.2292733	4.608707	5.309442	4.3164845000000005	4.880338	4.3586472999999994
FAM171A1	6.1237497	5.5488800000000005	5.8950653	5.4141129999999995	4.1448073	5.672382	5.254423	5.073205000000001	5.945350599999999	5.804639	5.486305000000001	4.646619	5.2363862999999995	4.842678	5.18585	6.910106	5.328651	5.881703	6.316961	5.9152255	6.1988645	5.9798074	5.8862224	6.3483205	6.176926	6.619142500000001	5.969713700000001	6.310938	5.4661029999999995	5.749985	5.492386	6.181128	6.4300755999999994	5.0506253	6.012711	5.350645	6.183274	5.8453403	6.3228029999999995	5.467917400000001	6.0974383	5.654883	5.07714	6.3783970000000005	5.9375467	6.0841017	5.740067
TMEM236	5.34304	3.2387087	3.7416997000000003	3.6965861000000007	5.651719	6.192922	6.450891	6.026908000000001	5.505401	4.693439499999999	3.8644922	7.0546155	7.1149354	7.066803500000001	6.634189599999999	6.176218	4.797638	5.649978599999999	6.0975814	2.6496952	3.988744	3.7370367	4.61	4.0667542999999995	4.710528	6.3148065	5.2637124	6.037253400000001	4.1923184000000004	4.484694	5.2840824	6.26334	5.6197667000000004	4.999769000000001	5.3666267	6.507293	5.5138169999999995	5.7272263	5.625099700000001	5.0791726	6.744594599999999	5.4319663	6.254413	6.0377507	5.7973040000000005	3.6195111000000004	4.890617
PARD3	5.593582	5.350008	5.9832415999999995	5.6796026	5.403471	6.3816957	5.777701400000001	5.594216	5.90135	5.736644999999999	5.6749220000000005	6.0299926	5.9417405	5.488809	5.4998293	6.212552	5.807330599999999	6.033935	6.0418400000000005	5.748286	5.848584	5.7745495	6.1385865	6.307899	6.683402	5.652146	5.1273613	5.853867	5.2538147	5.67801	5.2840824	6.1964283	6.041046	5.4420967000000005	6.2640834000000005	6.3230653	5.9242042999999995	5.954511	6.0297184	5.7156462999999995	5.914969	5.875453500000001	4.9298773	6.141178599999999	6.2712655	5.395702	5.820113
CNNM2	4.746487	3.5669089999999994	4.331156	3.5859356	3.7777543	4.384447	3.7156324	4.161567	4.936232	4.740489	3.3773406	4.402467	4.21059	3.717907	3.43739	5.398843299999999	3.4998236000000005	4.3318667	5.602322	3.9548666	4.369763400000001	4.4398550000000006	4.585945	4.371361	4.2355404000000005	5.780362	4.445449	4.653699	4.258945	3.4064083	3.6501172	4.9621687	5.535832	2.8706157	4.7468677	3.8162214999999997	4.4732970000000005	4.2538447	4.188979	5.139436	3.3351330000000003	5.4319663	4.1949315	4.667545	4.128582499999999	3.7703784	4.022061
IMMP1L	3.8274684000000003	3.5669089999999994	3.4264930000000002	4.149865	3.1614525	3.1625807	2.9685357000000003	4.249629	3.4219470000000003	3.7481472	3.0539017000000004	2.0873673	2.4821131000000003	3.4766355000000004	3.148377	3.9202926	3.8137586000000003	3.5096117999999996	3.8915907999999995	4.1814904	3.3387578	3.688571	3.4183377999999998	3.8586400000000003	3.8718917	3.824954	4.0218697	3.8795838	4.049057	3.4064083	2.926473	3.7418087	3.8968325	3.8279739999999998	3.6854606	3.7592669	2.3558407000000003	3.4319300000000004	3.4713568999999995	3.6479921	3.2650504000000002	3.2208068	3.5562089999999995	4.1106906	3.2707207	4.071005	3.5822562999999996
PGAP2	5.1775513	4.718003700000001	4.6655774	5.0473230000000004	4.680135	5.1789613	4.9347744	5.452966	5.00021	4.8302217	4.057676	6.166793	4.724532599999999	4.6230025	4.500361	5.146809999999999	4.479757	4.4448442	5.410248999999999	4.1280837	4.8495927000000005	5.3605566	5.004153700000001	5.2533544999999995	4.848278	4.860131	4.6182099999999995	5.44171	5.286122	4.7416644	4.747375	5.431728	4.980516000000001	3.8851357	4.723916	5.075351	3.9844184	4.8515185999999995	5.1658754	4.2768927	6.1854415000000005	6.2033625	5.2818913	5.32417	4.693344000000001	4.5032473	5.2323422
HSD17B12	5.4005113	5.723629	5.267030999999999	4.961282	4.724179	4.792008	5.071242	4.5563082999999995	5.7729335	5.689468	5.6749220000000005	5.4560265999999995	4.9936300000000005	4.773104	4.731529	4.959971	5.2263885000000005	5.665605	5.881723	5.9919696	4.7242446	5.479278	5.752139	5.867974299999999	5.99901	5.00079	5.0389028	5.870072	5.2538147	6.0356760000000005	6.1472335	5.4700027	5.9788322	4.806171	4.577966	6.08889	5.807036	5.5530066	4.986155	5.2932467	5.41385	4.6357254999999995	4.7408247	5.050717	5.657483	5.584057	4.9487514
ENDOD1	5.9677196	5.2160373	5.6797260000000005	5.868725	5.696626	5.3292437	5.8741508	5.8965836	7.165197	6.2731037	5.551956	5.9862876	5.891952	5.851474	5.7835274000000005	7.714424	5.638412000000001	6.99223	7.1673503	6.7700973	6.2989755	5.9898419999999994	5.697058	7.334417299999999	6.963631599999999	7.858878	5.7643504	7.130800999999999	5.043122	5.7024029999999994	5.3825080000000005	7.050045	7.5767417	5.363821499999999	5.8313303	6.0655894	6.385162	6.5375595	6.2044044000000005	6.1484528	6.232107	6.287753599999999	5.8009505	6.612378	6.5462856	5.809910299999999	6.023155
CAPN5	8.405828	7.9551063	7.9376240000000005	7.668553999999999	7.552757700000001	7.7148259999999995	7.7374735	7.605413400000001	7.7714586	7.832063000000001	7.436116999999999	7.888314200000001	8.254650999999999	7.994209	7.350922	8.921346	7.924788	8.296092999999999	8.881480999999999	7.8276954	7.8863745	8.13975	8.063423	8.374658	8.273725	9.099855	8.399865	8.646752000000001	7.744345699999999	8.190552	8.390283	8.350116	8.522969	7.542222	8.54823	8.230497	9.134419	8.399617	8.935422	7.974673299999999	8.045422	7.969775	7.6362570000000005	8.60731	8.365223	7.748690600000001	8.210297
PAK1	7.2342033	6.288378	6.7024217	6.595781	6.578529	6.977236	7.218464999999999	7.15913	6.397393	6.3125606	6.3460712	6.775322	6.7234286999999995	6.838926	6.6053395	7.296042	6.5410724	6.7202806	6.6131244	6.324274	6.11145	6.9113975000000005	6.878933	6.820082000000001	6.638526	6.8807693	6.573466000000001	6.68525	6.3914847	7.010055499999999	6.9570622	7.107829	7.099912	6.7284407999999996	6.928087	6.599411	6.8021044999999996	6.639178	6.7910705	6.6143208	6.476516999999999	6.347957	6.893936	6.335426999999999	6.960594	6.7614017	6.9421897
GLB1L2	5.9928503	4.5793724000000005	3.6584427	3.5272562999999995	1.7588106	2.6119938	1.7118494999999998	2.955761	4.565295	3.8800652	3.3773406	3.9353428	3.4048104	3.2899864	2.5647705000000003	5.043024	4.339826599999999	5.007555	5.550003	3.445101	5.2820290000000005	4.3492227	3.3627925000000003	4.160539	4.423627400000001	4.2683295999999995	4.0218697	4.220206299999999	4.1224656	3.771735	4.558177	4.526608	4.6488123	1.9522951000000002	4.5258403	2.5625147999999998	3.8466442	4.8886769999999995	5.625099700000001	4.5453987	3.7486346	4.6357254999999995	3.3061662000000003	6.073057700000001	4.550855	2.9587502	1.7821764
PLCB3	4.1289277	3.412122	3.3752666	4.1882477	5.60537	5.4837723	5.910995	5.5253190000000005	2.8106134	2.619736	2.8601766	5.655229	5.4849906	5.9958944	5.146340400000001	3.353568	2.9772587	2.8104183999999997	3.3945434000000003	3.7579777	3.9444644	3.2279713	2.4440713	3.2390373	3.8718917	3.824954	4.195597	3.942236	4.1224656	3.4064083	4.129797	4.2021666	3.4841692	5.0506253	4.232552	4.5790014	4.318104	4.071962399999999	4.285455000000001	2.7587175	6.0144367	4.4282947	6.2185984	3.8908877	4.3164845000000005	2.6824837	2.946446
HMGA2	2.9256718	0.0	2.3577545	2.2716956	0.0	1.0951338	1.3318216999999999	1.088414	1.728478	1.1932001	1.0310470999999999	1.5606323	0.8750154	1.2332302	1.5688318	2.956541	1.2479135000000001	2.2713213	3.3945434000000003	1.2134011999999998	1.2866323999999998	0.0	2.0807824	0.644111	2.0523481	2.7056837000000002	1.9152175	1.5655106	0.8984627000000001	1.2075855	1.0706749	2.3936892000000003	2.9039445	1.72068	2.8790464	0.62785226	0.49763012	1.7047662000000001	2.3798175	0.7832412	0.9686786000000001	3.2208068	0.553818	2.2209747	2.6174626	0.92847794	0.68693674
HNMT	6.053826	5.621338400000001	5.5701017	5.2783723	5.761469	5.408576	5.630828	5.452966	6.0397053	6.2650809999999995	5.1471324	5.2981696	5.416211	5.488809	5.858793299999999	5.965281500000001	5.6969438	5.895021	6.5345235	5.9152255	5.3515	5.7153025	5.8563676	5.881809	5.7118845	6.568372200000001	5.921048000000001	6.199936	6.0017514	5.562831	6.054733799999999	6.001156	6.534687	5.702772599999999	5.381369	5.993339499999999	5.914385	6.225330400000001	6.389442400000001	5.8205995999999995	5.832567	5.9157910000000005	5.687628299999999	6.2376847	6.105563	5.8329544	6.0762795999999994
PDCD4	8.80214	7.3869705	8.084394	7.4569187	8.022822	8.060161	8.228285000000001	8.215502	8.43938	8.571924000000001	7.7193537	7.9540714999999995	7.5880355999999995	7.739922999999999	6.9417157000000005	9.830138999999999	7.7142215	8.245003	8.986096	8.015875999999999	8.160057	7.923829	7.890084700000001	8.322351	7.7092886	9.571216999999999	7.869275	9.187517999999999	7.7957415999999995	8.062136	8.24348	8.933033	9.579822	6.9522357	8.636908	8.058225	8.0766325	8.4345875	8.816676	7.3791	7.876505	8.13835	8.543158	8.8955965	8.726426	7.742619	7.925495599999999
DLAT	5.916106	5.350008	6.008676	5.26047	4.7669177000000005	5.245293599999999	4.659653700000001	5.5253190000000005	4.822863	5.7710422999999995	5.0595593	5.0377	4.87563	5.1476593	4.6771164	6.282584	5.942490599999999	5.827167	6.060661	5.497645400000001	5.749120700000001	6.009704599999999	5.8862224	6.168115599999999	5.5914725999999995	6.2437825	4.697405000000001	6.008262599999999	5.792776	5.653198000000001	5.849784400000001	5.457357	5.9138155	5.363821499999999	4.7917037	5.497174299999999	6.077255999999999	5.826314	6.162676	5.547914	5.86846	5.2120514	4.7153516	5.6737957	5.8724620000000005	5.5427217	5.323051
OXSM	4.990589599999999	4.5047182999999995	5.022611599999999	4.639848000000001	4.724179	3.8143227	4.898540000000001	4.332624	4.507765	5.1064925	4.306198	4.789087	4.63051	3.9873397000000006	3.5627358	4.98819	4.6474347	4.4081593	4.7979684	4.3773007	4.6978135000000005	4.7776819999999995	4.702399	4.718357	4.2751703	4.727586	4.7724776	5.073122	4.7963095000000004	4.876402400000001	4.7175155	4.2615633	5.140626	4.232151	5.1252403	4.366634400000001	4.4998045	4.6059012	5.1488776	4.7134075	4.938683999999999	4.047575	4.4007096	4.7130184	4.7668175999999995	4.5032473	4.830041400000001
FAM177A1	6.705603999999999	6.475925	5.9131365	6.2775774	5.940154	6.2478843	5.797514	6.123304	6.526115	6.139062	6.0605	6.612375699999999	6.2726489999999995	6.3345814	6.2048807	7.090134599999999	6.095373	6.570627	7.001928299999999	6.670883	6.1014029999999995	6.2203965	5.825883	6.3282514	6.408396700000001	6.9616838	6.530856	6.6668167	6.1670055	6.314161299999999	6.2550945	7.0373554	6.879272500000001	6.4445496	6.740711	6.662894199999999	6.78604	6.7341065	6.6041875	6.774911400000001	6.4842486	7.0316606	6.340244	6.971667999999999	6.442481	6.11263	6.549961
NUBPL	3.9860578	4.718003700000001	3.9660196000000005	3.7993517	3.0272547999999997	3.2513351000000004	4.081564	3.7431288	4.565295	4.373493	4.518135	3.995367	3.8837629999999996	3.9245504999999996	4.224951	4.531828	4.1292599999999995	4.5829115	4.3852606	4.0726237	4.11397	4.8675003	4.5112762	4.0667542999999995	4.525732499999999	4.2032638	4.7724776	4.1687326	3.9717126000000005	3.5205557	3.9869218	4.7504344000000005	5.1022334	4.4749055	3.6854606	4.4409513	2.620271	4.2538447	5.1658754	3.2708156	4.6939454000000005	4.185949	4.039389	4.735228500000001	3.5290399	3.7703784	4.4009089999999995
C4orf33	5.437591599999999	4.5793724000000005	4.0663257	4.332315	4.634703599999999	4.6685205000000005	4.743755	5.0241084	5.1202354	4.1124377	4.4508905	4.529701	4.6060143	4.909050499999999	4.62057	4.531828	4.0112042	4.738765	4.5541506	5.318522	4.896833	4.605642	3.8805928	4.331589	4.7672156999999995	4.9220996	5.2637124	5.463233	5.317721400000001	5.1841497	5.6269730000000004	4.944154	4.6488123	4.6500254	4.9184117	4.8484178	5.128504799999999	5.3007073	5.1992807	5.04807	4.961021	4.1412826	4.608707	4.6904607	5.098174	4.586963	4.595428500000001
PTPRO	4.0352697	3.5669089999999994	5.7417135	4.961282	4.0784902999999995	2.1404471000000003	3.2241356	3.6163592	3.0710928	5.1064925	5.8152137	3.0266902	3.460524	2.6789080000000003	2.3025493999999997	6.2596154	4.5660305	5.2340446	4.705325	4.549683	4.528168	6.0958495	5.505177	3.91355	3.3101627999999996	6.1860194	5.5029449999999995	6.721425	3.9717126000000005	2.9160063	3.4467513999999997	3.3622769999999997	6.398739	4.093511	4.1996574	3.9747217000000004	2.7138162	5.3811345	4.5925107	3.980058	1.7623991	2.288094	1.2653747	5.2019095	2.9046693	4.9239180000000005	5.527626000000001
MMAA	3.4459138	4.3427157	4.484056	4.0698934	4.848776	4.568432	4.7840357000000004	4.4111023000000005	4.385328299999999	3.837419	3.7572455000000002	4.6086893	5.0850887	4.876246	4.783964	4.0329432	4.933667	4.2092843	4.5000215	4.2827150000000005	3.8987822999999997	4.992541	4.5365977	4.555266400000001	4.621087	3.4293008	3.9589784	3.8140872000000003	4.383622	4.5930333	4.4891644	4.5974755	4.354318	4.6826360000000005	4.415572	4.366634400000001	3.7170812999999994	4.8515185999999995	4.82429	4.6934457	4.938683999999999	3.2208068	3.9977343000000003	3.8507629999999997	3.9633852999999997	4.25288	4.830041400000001
NR3C2	5.1330333	4.960744999999999	4.2194066	4.524577	4.926237	4.792008	4.8613725	4.4111023000000005	5.195041000000001	4.786053	4.7028885	5.1475919999999995	4.6060143	4.7370176	4.500361	5.6313314000000005	4.933667	5.649978599999999	5.287799400000001	5.1941104000000005	4.942576	4.681898	4.8909082	5.274484999999999	5.315527400000001	6.1605377	5.3148375	5.787164700000001	5.0048084	4.484694	4.9406943	6.0939464999999995	5.646694	3.7684538	5.4667945	4.071473	5.031912	4.9947333	5.27956	5.139436	4.796874	5.145762	4.765856299999999	5.1028953	5.289823999999999	4.3196616	4.830041400000001
AKR1C2	3.2091172	5.306719	3.6149410000000004	4.2620792000000005	4.5393099999999995	4.127366	4.6156898	3.9674654	2.9893825	3.0514936	2.6363428	4.789087	2.6828383999999996	2.5180938	3.43739	3.4378292999999998	4.238382	2.8104183999999997	4.0506744	2.793847	4.2656374	2.8413684	4.5112762	3.055905	4.0651436	4.419207599999999	4.7724776	3.942236	5.1523113	6.198876	6.3457217	4.8697577	4.354318	2.3270707	4.723916	4.247447	5.27382	3.5292652	3.8109157	2.6797497000000003	2.1209043999999997	3.8396502	3.3728557	3.1918724	3.5624379999999998	2.8724089	3.6539052000000005
PIGF	5.063568599999999	4.1601925	4.788145	5.108646	3.7777543	4.4608793	4.4250727	4.5563082999999995	4.8919477	4.5944705	4.4508905	4.646619	4.109656299999999	4.4991984	4.436279	4.711829	4.2899957	5.0318727	4.3852606	4.2329903	4.11397	4.49726	4.7464695	4.6553154	4.73915	4.680553	4.534414	4.4531730000000005	4.498376400000001	4.5930333	5.016222	4.373488	4.937549	5.1236987	4.723916	4.7927446	4.0576158	4.9602404	4.5413265	4.222212	3.4019678	4.7591023	4.523209	4.841423000000001	4.429401	4.4742265	4.8606467
