Name	No	No	No	No	No	No	No	No	No	No	No	No	No	No	No	No	Yes	Yes	Yes	Yes	Yes	Yes	Yes	Yes
ZNF219	5.03562390973072	3.0703893278914	6.679480099505451	5.99548451887751	6.5984247605277195	5.794415866350111	6.197708157955849	4.949534933017009	4.2779847472997705	6.400879436282179	5.58195375084882	3.23266075679028	6.311067102255599	3.92599941855622	5.01346225980656	5.857980995127571	5.95652136333312	6.424586226251099	6.515699838284039	6.104336659814741	6.45779126025604	6.13545278418517	5.563768278452031	5.65535182861255
MYO19	5.81762325751143	6.13750352374994	5.6582114827518	5.69488019279919	6.2649116930744695	6.01122725542325	4.94485844580754	5.57288966842058	5.4594316186373	5.5668151540109	5.92362461136832	6.4262647547021	5.93310047493137	5.49185309632967	5.68088692071969	6.06177619758669	5.97727992349992	5.979568100095191	6.0725345997229505	6.0	6.34872815423108	6.1333991254172	5.4093909361377	5.8923910259134
NOL12	6.9080923408182695	7.0757465380609	6.93310047493137	7.57440430902258	7.136478518349169	7.37155886261196	7.17990909001493	6.75755668893945	7.39231742277876	7.16691625156997	6.797012977836139	7.42290574261218	6.35402893805439	6.646738698307849	7.464341532761099	6.8801957289431	6.676662334857969	6.8715972656138495	7.15177765473205	7.541483864054281	7.51491126486135	6.74819284958946	7.437127844272809	7.17692111164436
GPRC5C	7.933690654952231	8.31560245663795	7.62789861587175	7.62058641045188	7.984133594540981	7.9413411054853	7.731319031025059	7.8808079483628095	8.589463892956099	8.55535603863583	8.01010845347429	7.928370323018969	8.481799431665749	8.13596574242734	8.28447711781042	7.35402893805439	8.43379405875492	8.80348537559595	8.779719355143401	8.36150519794804	8.07253459972295	8.27379559921427	8.11634396123747	8.3228294976289
VANGL1	6.87405920314115	7.23457795978457	7.197708157955849	7.23266075679027	7.65176927141799	7.6752513860502605	6.78135971352466	6.575917361118151	7.31469652565629	6.92481250360578	7.08533966935737	6.9898202201176	7.56224242422107	6.9692426044345	7.16087986183931	6.14159627838382	7.86913111964429	7.31560245663795	6.62351574149055	7.20065343636747	7.244125943283731	7.060695931687549	7.48784003382305	6.9413411054853
NUDT15	9.053382902585712	8.53760669149529	7.9483672315846805	9.00337736020232	9.90041400836175	9.0639343057541	8.13801575348757	8.419538891513781	9.20383738393455	8.37112320050964	8.61507783162923	8.46474993900329	9.136991112080231	9.1880942639264	8.56262403909987	8.3371758685863	9.09328550387792	9.148730779173189	8.377644358399909	8.635536751917849	8.89421146153777	8.97785230797118	9.04138536948611	8.85237344958027
TRPM4	7.52120781622399	8.14720492494223	7.55918586578773	7.65033375384593	8.798309782454599	8.2747275727873	7.888743248898259	6.679480099505451	8.33002051583608	8.303780748177099	7.68580001974489	7.35491051158679	7.62570884306447	7.96866679319521	7.76354436429392	6.51412226017071	7.535275376620799	8.6006563078263	8.21383328309929	8.40726776424473	7.859224161978211	8.45079885435249	8.56871618873173	7.125155131322289
PRR5L	6.39231742277876	7.35491051158679	7.30833903013941	6.183883459032231	8.53760669149529	7.7011331548479705	7.591709333161741	7.10747864662662	7.3619437737352404	7.69418374333315	7.233619676759701	6.11894107272351	7.423746229114769	7.65105169117893	7.80283944093511	6.690696443977701	7.676662334857969	8.22062016744785	6.86418614465428	8.01010845347429	6.95652136333312	7.67877617412389	8.38629363515099	8.10276309662559
BPNT1	3.9541963103868802	5.37155886261196	4.75488750216347	4.37851162325373	3.7004397181410895	4.977279923499919	2.58496250072116	4.35049724708413	4.41278152533848	5.56071495447448	4.15380533607904	4.39917109381982	1.0703893278914	4.07895134139482	4.62058641045188	2.98185265328974	5.25927248703759	4.49825086752783	4.46597446450407	4.65535182861255	4.13750352374994	4.8278190246173205	3.35049724708413	1.76553474636298
ELMO3	8.06231602735572	7.946028989515481	6.686500527183219	8.3169602873649	8.30469355747101	7.80219321694183	7.63226821549951	7.68158981722124	8.24887634283713	8.146186791490742	7.37068740680722	7.27519333390221	7.603626344986191	7.3522641732583205	8.12360412414095	6.96000193206808	7.87344411251538	8.24174486494015	8.51412226017071	8.31967212094699	8.56147889150101	8.01792190799726	8.05528243550119	7.240314329333709
ESPN	2.29278174922785	3.27798474729977	3.0179219079972595	1.53605290024021	2.51096191927738	1.43295940727611	5.32192809488736	5.39231742277876	1.92599941855622	3.8278190246173196	1.84799690655495	3.23266075679028	2.7004397181410895	2.4329594072761096	5.88508622529017	2.4329594072761096	4.14567745519564	3.8073549220576	2.48542682717024	3.18586654531133	6.4594316186373	1.92599941855622	1.88752527074159	3.0531113364595597
PXMP4	7.7292808460274	7.62862780216015	7.70597790168252	7.56605403817109	7.75421943313514	7.533719071139901	7.33628338786443	7.46842040186455	7.7839804136838	7.5022351148568	7.621319301014191	7.8124982253335595	7.83794324189103	7.47411151394241	7.46923479366766	7.378511623253731	7.6227839661561205	8.01066796290185	8.028458647425479	7.8322571143779305	7.5894638929561	8.02956331443266	7.85673675611911	7.93781516880342
FA2H	9.646558710154551	9.4262647547021	8.7323370447384	10.022090344994	9.936785145271859	9.71853287606922	9.0042204663182	9.005905201862971	9.91184135555956	9.72775031539903	9.03287224946323	9.067165427017109	10.0219515909625	8.51530560545172	9.665691217036962	9.20677018868683	10.106955457122801	9.71046207397916	10.310271947297801	9.227615943414222	9.458611672584599	9.388447876317109	8.81762325751143	10.1522848423066
TMEM53	8.14720492494223	7.4797802640291	5.74416109557041	7.060695931687549	8.30788384949487	7.746850183098051	7.679480099505451	7.746850183098051	7.50700173276412	7.39231742277876	7.70528679027247	6.65391987311942	8.08268130295035	7.44625622988956	7.95011842950258	6.9553593052429905	7.859224161978211	8.054197294388809	7.952450058358999	7.5984247605277195	7.3871557176629805	7.82145511910246	8.05528243550119	8.05256805080415
C3orf52	8.21577565302028	8.59581691855585	6.90689059560852	8.41827429388054	8.662490363913781	8.15380533607904	8.26819107921981	8.01569380710515	8.21383328309929	8.62461270900574	8.49984588708321	8.06931549454008	8.62862780216015	8.48784003382305	8.48542682717024	7.83099048124926	8.947198584262061	7.94016675048282	7.87344411251538	8.20163386116965	7.882643049361839	8.3780780559955	8.89905475619442	8.365010076783019
SH2D3A	6.568336182133749	7.34074028063018	4.872828759534889	7.330020515836081	6.97842446544086	6.83668159332712	6.83035674741922	6.0400156788478805	6.984133594540981	6.859224161978201	6.355791546753651	5.86542397831313	6.3522641732583205	6.355791546753651	6.60436789989375	5.72246602447109	7.27239650903749	6.93781516880342	7.0639343057541	6.427941332509481	6.749534267669259	6.4870360800319	5.71699089440494	6.8801957289431
HUNK	4.28540221886225	5.09592441999854	5.004501392234941	2.51096191927738	3.77610398807316	2.29278174922785	5.452858964713809	2.60880924267552	1.67807190511264	3.5969351423872298	3.7970129778361406	4.97269265400426	1.37851162325373	4.02680005934372	4.666756591884799	4.930737337562889	5.708739041359579	1.8073549220576	5.49185309632967	5.46923479366766	4.405992359675841	2.4594316186373	4.63226821549951	5.28909670241999
KIF16B	6.4396231375571205	7.44128427192704	7.25833047261243	7.70043971814109	7.497452695977241	7.1053847492476	6.556122817841179	6.6409679104499	7.0810839286876295	6.928370323018969	7.181897643108389	7.19475685442225	7.31560245663795	7.649615459063409	6.556122817841179	6.96000193206808	7.63372181264101	7.576673292516579	7.25833047261243	7.69488019279919	7.181897643108389	6.157852169141741	7.06177619758669	7.68158981722124
TSEN2	5.69488019279919	6.035623909730719	6.94251450533924	5.55151601762801	6.357552004618079	5.593951283948411	6.407692648665679	5.81762325751143	6.05961485629722	5.8278190246173205	6.3663222142458205	6.362820525534261	6.25550073314839	5.708739041359579	6.4708621994137	6.8629472480209195	6.1456774551956395	6.7279204545632005	6.846744023244869	6.091699834136809	6.26865895502767	6.485426827170239	6.56224242422107	5.649615459063409
KCNK5	7.2450772753596695	8.74584236256046	6.62497817956904	7.64457735701838	7.76155123244448	7.41447383643093	7.35049724708413	7.61911951145322	6.99661471481536	7.486231677981009	6.93073733756289	7.75622271284729	7.098032082960531	6.68790052248075	7.53605290024021	7.1986905856689205	7.75020450927987	8.140574177709901	7.872828759534889	7.355791546753651	8.030115330908071	7.5827065267807905	7.39660478118186	7.01122725542325
CAMKMT	6.6667565918848	7.15076274435542	5.92362461136832	6.82400405093315	6.33628338786443	6.183883459032231	5.98868468677217	6.9518675043269	5.83794324189103	6.33806779754262	5.60288440871842	6.44956137461324	6.209453365628951	6.47248777146274	6.004501392234941	6.85049941375812	6.48864353985379	5.52042224852645	6.5698556083309505	6.71011763204345	7.43212427264156	6.22303633790187	5.37155886261196	5.605849867194981
DECR2	7.18090370917938	7.35491051158679	7.224966365000269	7.461070114033049	8.013462259806559	7.64529816394863	7.69418374333315	8.12412131182919	6.590961241342599	7.4708621994137	7.270528942380719	6.98868468677217	7.37764435839991	7.189824558880019	7.5849625007211605	6.41616416473313	7.70321146739115	7.343407822297809	7.9881165847601405	7.92184093707449	7.82527683005487	7.21334728173344	7.4093909361377	8.08587075533461
ZSCAN16	6.394033895367779	6.62351574149055	6.5668151540109	6.742814669862891	6.436295119839361	6.26115467261557	6.78004757606187	6.8814199080924	6.467605550082999	6.71836162613835	6.75755668893945	6.59245703726808	6.44956137461324	7.36457243229586	6.9413411054853	6.400879436282179	6.60139939053183	6.920055054806969	6.818901675885639	7.4110872267986	7.07146236255662	6.09592441999854	6.456149034648	7.01457846492289
RAB11FIP1	10.590587049915	10.1247675358225	9.38650920407794	10.1433832139898	10.5132341138061	10.569001128007999	10.080417833731001	10.365010076783	10.2455527062557	11.150381968817802	10.4933551214949	9.37264744263863	11.2718715002224	10.3755825124905	10.7802116585233	10.1550711912457	10.7974994161799	10.3972467874407	10.3822997890096	10.218926437226301	10.8596124320349	10.8831778477521	10.8010616279672	10.764954501861698
SMPD3	6.91049283228871	6.7238315664953205	6.62935662007961	6.432959407276111	8.05961485629722	7.17592374206376	7.58646452588639	7.29553937040683	7.05202456048283	7.21626083716506	6.58195375084882	5.485426827170239	7.13545278418517	6.76420813013995	7.143638309922039	6.6395215995108305	7.113742166049191	7.86604249709684	7.5698556083309505	7.897240425574799	7.905687848526861	7.5461227588578	7.19278595925112	7.0574502721839
DENND1B	8.63952159951083	8.63481105017172	8.64637869954344	8.48220292629596	9.44211412241923	9.236970886259341	9.02541644454419	8.63843591399047	8.67030217007853	8.63081315229913	8.65391987311942	8.779062689205402	9.28955784835356	8.839203788096949	8.92925840863697	8.40087943628219	8.81153525163608	8.910492832288721	8.283551423174309	8.827183895819529	8.8972404255748	9.19401808422216	9.030115330908071	8.70666868217975
SIDT1	8.43087066354815	8.55343730575441	8.05365441760314	7.77478705960117	8.880807948362811	9.031494448727349	8.64781815592715	7.97670731184688	8.91587937883577	8.98527271425345	8.71355835640479	8.50937914891469	9.113742166049189	8.799929150725289	8.871597265613849	8.47167521439204	8.175424798589692	8.4254257345907	8.17692111164436	8.98299357469431	8.4520352735462	8.862017376869892	9.272163195373052	8.72212443691394
TFCP2L1	8.16992500144231	7.859224161978211	5.39231742277876	7.76686014382954	8.38413617244761	8.01290383323064	7.857980995127571	7.870981124224651	7.65535182861255	8.69348695749933	7.455327220304559	7.3871557176629805	8.30286736097287	8.11374216604919	8.36894291440495	6.5698556083309505	7.94778302625542	8.00730764684644	8.20799043323296	8.47532812262242	8.52904005609508	8.49105137636412	8.77313920671969	8.50342824659197
TRIM36	7.88508622529017	7.152791851639121	6.82654848729092	6.8124982253335595	7.86542397831313	6.04439411935845	7.72178276845979	7.339850002884621	7.343407822297809	7.07895134139482	6.16591193893569	6.13955135239879	7.74416109557041	7.10852445677817	8.254556251909491	6.44128427192704	7.84987419379562	7.943686951597099	7.66035250967092	7.95011842950258	8.389738878676981	7.25833047261243	8.36150519794804	7.9086928382425
ZNF552	7.4110872267986	7.405992359675841	6.69905184401685	6.86418614465428	7.60436789989375	7.2620948453701795	7.37590826307501	6.92718535782637	7.6920923754275705	7.63226821549951	7.37503943134693	6.93663793900257	7.54225804976692	7.785288980704019	7.40429006444484	7.21916852046216	7.111657346263129	7.559950612713081	7.57969306345875	7.3101583179478204	7.48944659862258	7.612499945739441	7.85174904141606	7.73741636593706
FN3K	4.300123724569009	3.1538053360790403	1.13750352374994	3.5235619560570095	1.13750352374994	2.51096191927738	2.60880924267552	2.0	1.67807190511264	2.7004397181410895	0.6780719051126379	1.67807190511264	1.92599941855622	1.92599941855622	1.0	2.78659636189081	4.432959407276111	4.872828759534889	0.584962500721156	2.51096191927738	1.67807190511264	2.53605290024021	0.8479969065549499	0.8479969065549499
DPF3	4.51096191927738	5.73876783680019	5.7839804136838	5.02236781302845	4.67807190511264	5.27052894238072	5.32553033156756	5.66106547980695	5.15785216914174	5.57893871309339	5.25171909260596	2.72246602447109	5.432959407276111	4.9164766444377195	4.92599941855622	5.03562390973072	5.1333991254172	5.27052894238072	4.270528942380721	5.7839804136838	4.90207357931074	5.74416109557041	4.36457243229586	5.25171909260596
TMEM144	6.21723071622067	6.49185309632967	5.95652136333312	6.897240425574799	4.05311133645956	6.2479275134435905	6.75755668893945	7.067165427017111	6.65248649491816	6.68929916053589	5.554588851677639	5.46923479366766	4.94485844580754	7.04657836662033	6.911691581872339	6.79051141189419	7.63444806236231	5.51412226017071	7.35843142862635	6.5894638929561	7.0078682433333395	5.58796498888268	6.244125943283731	6.4262647547021
MTL5	3.0874628412503395	2.7004397181410895	3.0874628412503395	4.9818526532897405	5.746850183098051	4.9818526532897405	4.8278190246173205	3.77610398807316	3.33628338786443	5.5999128421871305	2.48542682717024	5.2288186904958796	5.4093909361377	4.82273014794452	4.9164766444377195	4.4396231375571205	3.60880924267552	2.4329594072761096	4.68369645430652	5.02236781302845	4.765534746362981	5.5849625007211605	4.590961241342599	5.50462039240355
THNSL1	4.85299758761332	5.57893871309339	3.23266075679028	2.98185265328974	3.877744249949	4.94485844580754	3.58496250072116	3.1699250014423104	3.23266075679028	4.5849625007211605	3.73335434061383	0.37851162325373	3.92599941855622	4.18586654531133	4.09592441999854	3.73335434061383	3.81762325751143	5.381975478557299	4.34340782229781	3.90689059560852	4.20945336562895	4.432959407276111	4.72246602447109	4.16188768237689
MRPS28	8.79506558265962	8.657854335815719	8.97154355395077	8.966361247293609	8.76586620990054	8.069852511125799	8.60288440871842	8.857980995127571	9.08294736012785	8.92124588858559	8.862017376869892	8.61985314739117	8.62314990022045	8.94836723158468	8.210427830401489	8.63662462054365	8.578561389947291	9.07521171134824	8.389738878676981	8.93280529435931	8.79506558265962	7.96578428466209	8.91318861950889	9.02680005934372
HDAC11	3.4724877714627405	3.6553518286125497	3.0703893278914	3.58496250072116	4.84297883178833	3.1538053360790403	4.24792751344359	5.4093909361377	5.6582114827518	5.224966365000269	2.8278190246173196	5.28169825009883	6.17990909001493	3.54843662469604	4.74953426766926	5.22110372536788	2.90689059560852	4.97269265400426	5.593951283948411	5.48864353985378	5.19770815795585	2.10433665981474	4.6264391366973205	3.5607149544744803
CLIC5	9.97928227641106	9.28955784835356	9.16062779666161	9.47735352663456	11.286846502735902	11.288750746211699	10.6415099034589	10.5108630469859	9.80880333038585	10.3815429511846	9.764705754188881	8.52512925120397	10.970249721432399	9.799929150725289	10.852841578417099	9.1009251010569	10.811053523642002	10.406523915276999	10.340851526729699	10.0629905306365	10.4092848517198	11.0826147809888	10.6425932790099	10.6821167649501
PGPEP1	7.3522641732583205	7.329123596291571	6.66817586897014	6.69627208392586	6.964629666720589	7.19278595925112	7.555356038635829	7.5849625007211605	7.193771743396679	7.82972273508606	7.2288186904958796	6.839203788096941	7.03342300153745	7.00674683244058	7.28169825009883	6.82400405093315	7.9518675043269	7.591709333161741	7.69488019279919	7.83162393682075	7.59021276140836	7.28725064325462	7.48864353985379	7.4667902378030995
MMP28	7.85237344958027	6.33628338786443	5.181897643108389	7.951284714966969	4.32192809488736	5.90207357931074	7.34872815423108	6.27612440527424	7.590961241342599	6.44625622988956	5.84799690655495	4.98641093525204	6.98868468677217	5.73063995591679	7.136478518349169	5.8629472480209195	6.36806987653208	6.77214959078454	7.6402449362223495	7.74079267227768	6.03342300153745	6.11478344724985	6.676662334857969	7.6646250548693
SSH3	6.427941332509481	5.52042224852645	5.6724253419715	7.1699250014423095	6.2479275134435905	5.8923910259134	6.69348695749933	5.6667565918848	6.83162393682075	6.9044840979014195	5.395748328179031	6.6724253419715	5.343407822297809	6.54225804976692	6.33985000288463	5.31469652565629	6.65535182861255	5.6582114827518	7.39059890555246	6.55151601762801	6.75355105460065	6.03121873061072	6.02014657311178	6.16591193893569
MAGIX	-0.514573172829758	1.67807190511264	0.8479969065549499	2.8479969065549504	3.68929916053589	4.57288966842058	4.300123724569009	0.6780719051126379	3.6667565918847997	4.25550073314839	1.84799690655495	3.4724877714627405	1.37851162325373	3.0	0.6780719051126379	3.2630344058337903	1.76553474636298	2.60880924267552	1.92599941855622	3.76553474636298	3.30742852519225	5.04001567884788	2.0703893278914	0.263034405833794
MRM1	6.1538053360790395	6.18586654531133	5.80992886572143	6.07681559705083	6.44625622988956	6.1106138055009005	6.102238193930741	6.002252451731381	4.807354922057599	6.19574129324645	4.99548451887751	5.82527683005487	6.127220550488071	5.0	5.51727569320958	6.04439411935845	6.3451834471876705	6.102238193930741	6.442943495848731	4.32192809488736	5.90689059560852	5.507794640198701	5.762880292917	5.65248649491816
GIPC2	9.036448385440881	8.44584255388934	7.143638309922039	8.56643464628328	8.594324603924848	7.8486229404293395	8.37547391261535	8.39274673242064	8.378511623253731	8.858913470679301	7.710806433699349	6.7681843247769296	7.9553593052429905	9.360627646192949	8.33672969723872	7.73741636593706	8.40045254027644	9.048486873992339	7.58796498888268	8.49505552836802	8.966361247293609	8.20163386116965	8.97642092077082	8.35799178363106
ECHDC1	8.818901675885641	9.05690861832325	8.77346892790519	9.14974711950468	9.030391259959481	8.26538063344618	8.25502856981873	8.87620995751375	8.887220615468381	9.28331990667844	9.087462841250339	8.93398565445043	8.35226417325832	9.47126876417358	8.41574176829009	8.69034724996876	8.49225378930292	8.27705487614873	8.17841587438304	8.564530600816338	8.22351908679073	8.50263293508292	9.775281048662972	8.82654848729092
ZNF587	9.08825822583773	8.56795607541547	8.70873904135958	8.61985314739117	9.07628116657949	9.41383945237927	9.09987376558251	8.86294724802092	8.967226258835991	9.511555010772222	8.74214098549815	8.48623167798101	8.91169158187234	9.16616308264611	9.361505197948038	8.61654884377899	8.874366650140901	8.47411151394241	9.38543103719352	9.34163000932991	9.397460726054721	9.50263293508292	9.519636252843211	8.8382584817133
ACAD10	6.183883459032231	6.240314329333709	6.08533966935737	6.21916852046216	5.575917361118151	6.112700132749361	5.354028938054389	5.73335434061383	5.116863757690901	5.918863237274589	5.99095486039699	6.563768278452031	5.872828759534889	4.90207357931074	6.055282435501191	6.50143914515887	6.2288186904958796	6.52042224852645	6.4093909361377	6.80219321694183	6.395748328179031	6.96693797927846	6.617651119427331	5.8678964639926505
CASZ1	6.86418614465428	7.6617780977719905	6.543805175964401	6.5849625007211605	6.9553593052429905	7.23553560671046	7.14873077917319	6.79051141189419	7.57440430902258	7.3019533951261	6.64529816394863	6.4966540825934995	7.465158229664249	6.91288933622996	7.56071495447448	7.525129251203969	7.54843662469604	8.204571144249199	6.605849867194981	7.270528942380719	7.38887833881199	7.74079267227768	7.01234519041983	7.246978059614719
CYP2C9	8.233619676759702	7.36018867006271	5.5698556083309505	7.14669594803066	5.8404632338695395	6.65248649491816	6.9413411054853	7.97039353791468	6.191799501065081	5.872828759534889	5.12515513132229	4.37155886261196	5.6667565918848	6.10852445677817	7.84109254469343	6.1779177921958395	7.8511243628867495	6.35049724708413	7.866660750819991	7.29001884693262	8.18040648531064	6.5894638929561	6.888743248898259	8.06069593168755
TMC7	6.59693514238723	7.3871557176629805	5.39231742277876	7.53294028837287	5.529820946528701	6.22303633790187	6.30560578958543	7.02125762056052	7.035623909730719	6.0810839286876295	6.5849625007211605	6.53915881110803	6.7292808460274	6.73876783680019	6.776103988073161	5.911691581872339	7.117902789094031	6.7892075753473495	6.918863237274599	7.206526015877429	7.03782146543497	6.189824558880019	6.77214959078454	6.83035674741922
APOBR	6.74146698640115	7.22110372536788	6.10852445677817	7.38111029409905	7.5306014145168305	7.593204354063291	7.435461914479281	7.03342300153745	7.57818396809009	7.97269265400426	6.946028989515481	7.102238193930741	7.51884982870769	6.676662334857969	7.3451834471876705	6.583458910130769	7.708739041359579	7.6358994659463795	7.89602960297675	8.136991112080231	7.617651119427331	7.64817779572482	7.84172158112846	7.77807712953536
STYK1	9.370251481425178	8.51175265376738	6.59245703726808	8.51293794347466	8.66711154207503	7.984133594540981	8.857980995127571	9.003939485688061	7.96693797927846	9.04685116515398	7.7279204545632005	6.71973105674985	8.36894291440495	8.9579726209154	8.78463484555752	7.84799690655495	9.42017077489094	8.412781525338481	8.4797802640291	8.43920755494128	9.32912359629157	8.78070379396761	9.16037568743582	9.290710068717411
PIGZ	6.8801957289431	7.288173968112299	6.50143914515887	6.22110372536788	8.33046876659032	8.292321632802041	7.3663222142458205	6.249824548616179	8.35535109642481	8.04494049127973	7.3451834471876705	6.70597790168252	8.8325735989774	7.243173983472951	7.45038647903429	6.669593751188331	7.561478891501009	8.50977500432694	8.630449157080621	8.231221180711191	7.48381577726426	8.320574933893159	9.77330407673197	7.82273014794452
ANKH	2.51096191927738	5.51412226017071	5.318316841334981	4.5849625007211605	5.20945336562895	4.872828759534889	5.77873424411784	4.59693514238723	5.10852445677817	6.116863757690901	5.51412226017071	5.44956137461324	4.5235619560570095	4.98641093525204	4.37851162325373	4.0703893278914	5.0089887832272595	5.44956137461324	5.28540221886225	5.77346892790519	2.13750352374994	3.9726926540042595	3.30742852519225	5.25927248703759
L2HGDH	5.84297883178833	5.73876783680019	5.954196310386879	6.127220550488071	6.48864353985379	5.683696454306519	5.608809242675519	5.93781516880342	5.8678964639926505	5.56071495447448	4.5849625007211605	4.92599941855622	6.242221395098371	5.70043971814109	5.708739041359579	5.22110372536788	6.159871336778389	6.515699838284039	5.8278190246173205	5.84297883178833	6.407692648665679	5.53294028837287	6.1106138055009005	6.20359271420771
EPB41L4B	11.074877343942099	10.5828005961605	9.33895917541521	10.7530495674138	11.271813154114302	10.847840355630698	10.9015457410565	10.4146852358072	10.6444872308249	11.0522963312364	10.4742129371939	9.31741261376487	10.862714836415	11.0553502297279	10.6729556470835	9.92407018558534	10.9341331315823	11.015415052386698	10.7228075311695	11.031839022289601	10.4710654961154	11.097176216208	11.8550631183676	11.5117032455569
HR	2.58496250072116	5.12101540096137	5.9044840979014195	5.554588851677639	5.75488750216347	5.11270013274936	6.04657836662033	5.46270675067016	5.354028938054389	6.07681559705083	5.69766263347052	5.762880292917	5.635173946674921	4.765534746362981	5.96116025813664	5.708739041359579	5.49185309632967	6.16591193893569	4.4594316186373	5.88508622529017	6.3416300093299105	5.6724253419715	3.81762325751143	5.066089190457769
NUBPL	6.920055054806969	7.19672506078603	6.3522641732583205	7.46188866443282	7.3522641732583205	7.206526015877429	7.23840473932508	6.92481250360578	6.311067102255599	7.183883459032231	6.73741636593706	6.383704292474049	7.35843142862635	7.7820153350042	6.750874439656839	6.51884982870769	7.00112666545428	7.437127844272809	6.61618123133188	7.79116288855502	7.12928301694497	7.563005553062401	7.19967234483636	7.065012150436949
SLC25A23	5.32192809488736	4.930737337562889	6.03121873061072	5.6582114827518	5.96578428466209	5.36106648879432	5.83794324189103	5.65535182861255	5.30742852519225	6.50462039240355	5.67807190511264	5.36457243229586	5.29278174922785	5.10013667128545	5.714245517666121	4.18586654531133	5.04875931191986	5.80219321694183	6.36457243229586	5.39231742277876	4.01792190799726	5.97498811199193	6.44956137461324	6.27612440527424
NUDT6	6.593951283948411	6.23266075679027	6.10852445677817	6.62935662007961	4.73335434061383	5.708739041359579	5.04001567884788	5.797012977836139	6.06824086131282	5.75755668893945	6.16791986555194	2.90689059560852	5.485426827170239	6.53294028837287	5.63226821549951	5.96347412397489	5.52669484554198	5.9044840979014195	5.93545974780529	5.84799690655495	5.381975478557299	6.13545278418517	6.5984247605277195	5.98868468677217
MGAT4B	8.91945926911157	8.87835751033693	8.29645740737124	9.25550073314839	9.41574176829009	8.888134388352869	8.863566829323501	8.54341854992942	9.29966594413018	9.20285845596425	8.581200581924959	8.55918586578773	8.94632147710713	8.571752643503551	9.14695045893206	8.5702352149746	9.08931805695308	9.79798569056491	9.72092824314849	9.427522370682551	9.279146244054301	9.15050890516397	9.324405598493609	9.32912359629157
AIM1L	7.08958289312471	6.035623909730719	6.56071495447448	7.091699834136809	6.06824086131282	5.395748328179031	7.30833903013941	7.12825215227739	6.721099188707191	5.8923910259134	6.33091687811462	5.65535182861255	6.181897643108389	5.97727992349992	7.35843142862635	4.86294724802092	7.016808287686549	5.86046625851717	7.507794640198701	5.6409679104499	7.00562454919388	6.635173946674921	6.27239650903749	7.38543103719352
AIM1L	5.452858964713809	6.01122725542325	6.3416300093299105	5.835418840475481	4.94016675048282	5.97269265400426	6.464341532761099	6.4396231375571205	6.61028665708102	5.958842675243241	5.456149034648	5.08746284125034	6.622051819456379	5.51727569320958	5.649615459063409	5.911691581872339	5.88508622529017	4.38543103719352	5.71973105674985	6.159871336778389	6.279842693520349	6.157852169141741	5.50143914515887	6.0725345997229505
GDPD2	8.32553033156756	6.2779847472997705	5.21723071622067	5.432959407276111	5.62643913669732	4.270528942380721	4.2016338611696495	7.74079267227768	6.28725064325462	3.8875252707415897	3.86789646399266	5.714245517666121	7.00898878322726	3.3219280948873595	7.707359132080881	3.77610398807316	7.55382125653269	7.55918586578773	8.35843142862635	7.215290305651231	8.13031314554346	6.191799501065081	7.423746229114769	7.7066686821797505
MAVS	8.4966540825935	8.033973543441059	8.40130620600602	8.51175265376738	8.61360531806338	7.66249036391378	8.80864246791806	8.59245703726808	8.46964181723952	8.57969306345875	8.21383328309929	8.147713722352151	7.93840342367024	8.22303633790188	8.98840066372944	7.73063995591679	8.66711154207503	8.541096615349518	8.44997398581035	8.66994800411605	9.130827934145131	7.780703793967611	8.93457547254568	8.66711154207503
TUBAL3	8.48623167798101	7.51727569320958	5.949534933017009	7.96058121135347	8.01066796290185	7.35843142862635	7.73538678289534	8.311067102255599	7.189824558880019	6.79051141189419	7.0746766862945	6.187846909439571	8.04111153536915	5.8073549220576	7.88386515450979	6.456149034648	9.020979938904212	8.20065343636747	8.51924309436118	8.229299508710929	8.41743061254603	7.68299458368168	8.60659028037053	7.88752527074159
PAQR5	1.20163386116965	2.16992500144231	5.12101540096137	5.71699089440494	5.57288966842058	1.37851162325373	4.77610398807316	5.4982508675278305	5.8278190246173205	3.20163386116965	4.74953426766926	4.33628338786443	2.03562390973072	2.58496250072116	3.83794324189103	2.26303440583379	4.85299758761332	3.4594316186372995	2.10433665981474	2.48542682717024	2.0	4.77082904603249	6.193771743396679	4.85299758761332
SGK2	8.1548181090521	7.65248649491816	7.372429792334089	7.616916362578809	7.635173946674921	7.63226821549951	8.22255342742343	7.97785230797118	7.63226821549951	7.755555261972151	7.206526015877429	6.87405920314115	7.52277766952458	7.82527683005487	8.14465824283188	7.41447383643093	8.12825215227739	8.46311561989236	8.31152127982613	8.39403389536778	8.17492568250068	7.6752513860502605	8.88996019965864	8.194264382992001
DNAJC28	4.51096191927738	4.9818526532897405	4.46597446450407	5.189824558880019	4.06177619758669	3.51096191927738	4.6724253419715	2.72246602447109	4.02680005934372	5.25550073314839	4.82273014794452	4.68929916053589	4.57288966842058	4.60880924267552	4.08746284125034	4.8678964639926505	2.9448584458075397	3.8972404255748	4.85299758761332	5.0089887832272595	4.21723071622067	4.47248777146274	5.0746766862945005	4.68929916053589
